,0,1,2,3,4,5
31,-0.5471971,-0.66090673,-0.53372604,-0.5383993,-1.3909745,0.0
32,-0.7942008,0.042981714,-0.7265648,-0.5728737,-1.7199336,0.0
33,0.8334008,-0.6154469,-0.519221,0.012294288,-0.6174198,1.0
34,-0.7255629,-0.6409857,-1.1415504,-0.7326759,-1.9248487,0.0
35,0.7107272,1.8347684,-0.4952595,-0.43772593,0.55536515,0.0
36,-0.76172155,0.61925715,-0.8601649,-0.60977113,-0.76237065,0.0
37,-0.7704256,0.29759493,-0.46847343,-0.45546812,-0.34462687,0.0
38,0.1740255,1.3149318,0.045212474,-0.10170018,0.7288357,0.0
39,0.00873385,0.59581995,-0.16889419,-0.20710286,0.58508545,0.0
40,-0.2467658,0.8806747,-0.36397415,-0.40227324,-0.66464645,0.0
41,-1.0179673,0.46539575,-0.94440585,-0.73880506,-1.9641333,0.0
42,0.21896785,0.29397577,-0.38179573,-0.38150737,-0.9109833,0.0
43,-0.28409976,1.5547683,-0.31004035,-0.27750885,-0.5505786,0.0
44,0.43696463,0.54628885,-0.5159474,-0.4515456,-0.8334686,0.0
45,0.5514412,1.0085943,-0.009794036,0.051249474,-0.10840813,0.0
46,-0.82540745,-0.26380813,0.60723996,0.5194974,-0.89551085,0.0
47,0.35493335,0.05411403,-0.23789759,-0.3773635,0.33602288,0.0
48,0.10665528,0.36111385,-0.28833452,-0.27539966,0.698463,0.0
49,-0.038043175,-0.10698689,0.037388224,-0.18772277,0.99838847,0.0
50,-0.55834675,-1.0240229,-0.22783785,-0.2898746,0.46115395,0.0
51,-0.15135403,-0.5700445,-0.30332994,-0.2231632,0.26015267,0.0
52,0.40106595,0.093625106,0.10509193,-0.16719466,1.308716,0.0
53,-0.086537495,0.14757755,-0.95606786,-0.7199876,-1.5252653,0.0
54,0.59390545,0.40306392,-0.30419698,-0.34234264,0.6071471,0.0
55,-1.2334155,0.5286126,0.4510546,0.8481716,-0.8450285,0.0
56,0.75884426,0.5264665,-0.3349463,-0.43415996,-0.62088996,0.0
57,-0.6026524,-0.24845086,-0.026692431,0.032339334,0.61312526,0.0
58,-0.43455237,-0.25512382,0.8063817,1.1917405,-0.6282322,0.0
59,-0.07884338,0.071126126,0.89882404,1.1925031,-0.09120582,0.0
60,-1.0963135,-1.6994076,0.1357502,-0.1500879,1.1956819,0.0
61,1.6701671,1.0565588,0.025092976,-0.012256234,0.73986816,0.0
62,0.64796835,-0.5940907,-0.032870337,-0.19955088,-0.04939627,0.0
63,4.6985598,-0.42492884,8.940905,7.93066,1.8727252,0.0
64,1.5906698,-0.60118294,-0.39050907,-0.46746963,-0.13780062,0.0
65,-0.6571994,0.1938997,-0.4409818,-0.44113907,-1.177486,0.0
66,-0.9371013,0.8834892,1.2253435,0.64442635,-0.90949196,0.0
67,-0.69247866,-1.0627271,-0.5532477,-0.4531958,-1.2239823,0.0
68,0.4414953,1.0317596,-0.21274823,-0.3110137,0.7892238,0.0
69,-0.66803944,-2.6947408,-0.06113344,-0.23366666,-0.0004664447,0.0
70,-0.72804064,0.0214018,-0.26875314,0.19906265,-1.6890782,0.0
71,-0.4166199,0.2938589,-0.21936919,-0.23476638,-0.14768311,0.0
72,-1.1320424,0.047632962,-0.06688187,0.15392378,-1.5608789,0.0
73,1.1821933,0.033160172,-0.075517945,-0.11978904,0.6784381,0.0
74,0.465519,0.7610992,-0.027600946,-0.16084072,1.2680702,0.0
75,-1.3637118,0.76178813,-1.0945886,-0.82790923,-2.3412693,0.0
76,1.431711,-0.8126716,-0.49726415,-0.4319989,-0.6180052,0.0
77,1.0082827,-0.67949986,-0.07583615,-0.12093119,0.794271,0.0
78,-0.2706603,-1.2914206,0.23496014,0.09741247,1.9057624,0.0
79,-0.56651956,0.9004042,-0.39235997,-0.43503773,-0.3679993,0.0
80,0.85754716,-0.270542,0.12982215,-0.057456788,0.3422367,0.0
81,0.05175407,0.41090187,-0.33849508,-0.45884755,-0.23140107,0.0
82,-0.41273516,-0.6904165,0.29261595,0.13961801,0.79734176,0.0
83,0.65517,-0.40463227,-0.5097721,-0.48533607,-0.8592018,0.0
84,-0.21951918,-0.046762954,0.475626,0.5164138,0.6790914,0.0
85,0.45887646,-0.47896343,-0.23865397,-0.18404418,0.5845278,0.0
86,-0.73355633,-0.77191883,-0.39409626,-0.39814442,-0.7504319,0.0
87,-0.15798715,0.49252605,-0.10863566,-0.33056098,0.49964976,0.0
88,-0.23262958,-0.89756435,0.95202696,0.7956719,0.7851592,0.0
89,2.1181786,0.1121329,-0.13341604,0.06547718,-1.0208491,0.0
90,-0.09648011,0.4307278,-0.28509858,-0.2923836,0.83416647,0.0
91,-0.8022304,0.09214493,-0.8547299,-0.66863173,-1.7771645,0.0
92,-0.57428485,1.0677571,-0.83894867,-0.61104447,-1.3795364,0.0
93,-0.34516343,0.46086746,-0.23912941,-0.22151737,0.07244718,0.0
94,-0.715647,0.42458427,-0.7639044,-0.6231642,-1.9131737,0.0
95,1.3641264,-0.17136048,0.20801616,-0.019517882,0.83282816,0.0
96,-0.7076671,-0.7573893,0.5382314,0.10618775,1.5844902,0.0
97,-0.43416175,-0.934488,-0.512385,-0.39202645,-0.9695789,0.0
98,-0.91229063,0.32965082,0.14694767,-0.10304429,1.6654073,0.0
99,-1.0055951,1.709024,0.18317474,0.1563676,2.121826,0.0
100,0.113973536,0.10585379,0.08516405,-0.048796285,1.1895503,0.0
101,-0.55446106,-0.5810552,-0.4017278,-0.37229183,-0.66690075,0.0
102,-0.59447485,0.6487031,-0.53427327,-0.45111528,-1.0948663,0.0
103,-0.22630537,-0.77824914,-0.7089673,-0.59025997,-1.4425408,0.0
104,1.060489,-0.9249551,-0.25610095,-0.33386344,-0.1783403,0.0
105,-0.72600335,0.30660874,-0.1659225,-0.27777767,0.788498,0.0
106,-0.11737375,-0.4257829,-0.17375724,-0.13735428,1.5405908,0.0
107,0.18313912,0.27269912,-0.21061823,0.1460348,-1.9881663,0.0
108,-0.3847941,0.68436086,-0.10969253,-0.295251,0.6373062,0.0
109,-0.4691025,-0.4245292,-0.6299373,-0.1264088,-0.5652148,1.0
110,-0.08107144,0.5488559,-0.7779624,-0.66783637,-1.4952456,0.0
111,-0.5603621,1.0361831,-0.35866413,-0.40593097,-0.8581333,0.0
112,-0.7151471,0.43745303,-0.68072075,-0.2381448,-0.44358435,1.0
113,-1.1659046,-0.32478294,0.0029615283,-0.1371845,0.27848002,0.0
114,-1.3019295,-2.010766,-1.0113306,-0.5140038,-2.1005125,1.0
115,0.35447565,-0.44881585,-0.3830713,-0.3721192,-0.51413125,0.0
116,0.21707483,-0.59648585,0.1816692,-0.0771223,0.44168818,0.0
117,-0.6639077,0.41820398,-0.5228716,-0.1882551,-1.0422412,1.0
118,-0.43844095,1.1657491,-0.25879553,-0.24619126,0.42203236,0.0
119,-0.4823011,0.27694392,-0.32078993,-0.27847663,-0.7686376,0.0
120,0.54677075,0.15478127,0.039019227,-0.015293556,0.023934873,0.0
121,0.893631,-2.284018,-0.32584855,-0.34363872,-0.20822465,0.0
122,0.43898574,-1.0619785,-0.22341156,-0.2133145,0.7996756,0.0
123,-0.6931087,-0.3535011,-0.84277594,-0.6210616,-0.77444994,0.0
124,-0.13973552,-1.1543251,-0.5440014,-0.52106035,-0.8538579,0.0
125,-0.84745294,-0.12518425,5.1793175,4.0268683,-0.5526736,0.0
126,1.6673791,1.0248504,0.26660678,0.025541574,0.87064445,0.0
127,-1.1318363,0.816959,-0.16855718,-0.21863715,-0.7556077,0.0
128,-0.77405435,0.17597242,-0.69807214,-0.5617445,-1.4377512,0.0
129,0.60384566,-0.2534634,9.729326,8.670116,1.205062,0.0
130,-0.23734848,1.0372132,0.18245618,0.47235402,-1.1803565,0.0
131,-0.72255194,-1.0879914,0.37899214,0.09341155,0.99592745,0.0
132,-0.64769655,-1.099668,-0.46583873,-0.4045714,-0.15379152,0.0
133,0.333297,0.69409186,-0.31952527,-0.3617035,0.40928987,0.0
134,-1.0092345,-1.5535108,-0.6936521,-0.5457918,-1.1364977,0.0
135,-0.5867995,0.481912,-0.24496338,-0.30734795,1.0540991,0.0
136,0.38847372,-0.35374197,-0.06926208,-0.19074701,0.3789853,0.0
137,0.098594464,0.2067746,-0.49388608,-0.19126892,-0.6775344,0.0
138,2.47736,0.26081505,-0.4995409,-0.53718954,-0.5839517,0.0
139,0.5814932,-0.24826412,-0.18998143,-0.24898557,-0.43591154,0.0
140,-0.9236318,-1.2468921,-0.22783785,-0.26299256,-0.3564077,0.0
141,0.0072598993,-1.4775065,-0.29107055,-0.35976797,-0.1775661,0.0
142,0.06346904,-0.7029241,-0.22520316,-0.2767696,0.08271232,0.0
143,0.6207068,-1.0858053,-0.3688954,-0.39752102,-0.89861786,0.0
144,0.6020437,0.5333625,0.061892338,-0.105137564,1.2422771,0.0
145,0.68249375,0.7372147,-0.4918344,-0.39847812,0.28614464,0.0
146,-0.63598615,0.5805628,-0.7807385,-0.60878766,-1.731681,0.0
147,0.63402927,-0.58174896,-0.59594256,-0.92198706,-0.32903397,0.0
148,-0.6226138,2.1967564,0.31189847,-0.023358176,0.6107969,0.0
149,0.008883716,-0.8092428,-0.06136807,-0.23863411,0.94983995,0.0
150,-0.58954865,1.679426,0.20133732,-0.055371523,0.5368491,0.0
151,0.17089882,-0.4679527,-0.27092788,-0.30565697,0.2193675,0.0
152,0.8057019,-0.47476333,0.3578967,0.0069599384,1.5358845,0.0
153,-1.4194572,0.36056685,0.19639613,-0.060204055,0.99863684,0.0
154,0.18231109,0.4224553,0.17017691,0.08814691,0.04920318,0.0
155,-0.17575319,0.45198175,-0.19695675,-0.32075772,0.9696048,0.0
156,0.53211397,0.23426823,-0.4570564,-0.4565434,-0.100919686,0.0
157,-0.44394842,2.2684772,0.12521143,0.016580885,1.1914239,0.0
158,-0.09894407,0.90509945,-0.4415822,-0.47585303,-0.29739356,0.0
159,-0.35523576,-0.7623171,-0.07401213,-0.20943521,0.9698371,0.0
160,2.2005596,0.54314816,4.1523294,3.7057662,-0.9000374,0.0
161,0.38171446,1.521668,0.05052352,-0.13956882,1.5511435,0.0
162,0.56942326,-1.0151159,-0.030235643,-0.20922843,1.2765865,0.0
163,-0.33691093,0.35055083,-0.39946947,-0.43273357,-0.4643818,0.0
164,1.9985945,0.23497184,-0.58479214,-0.5269648,-0.019653969,0.0
165,-0.17163931,0.8519847,-0.38661703,-0.2523188,-0.8863575,0.0
166,0.3639327,-0.2710451,-0.7376515,-0.58227813,-0.2266314,0.0
167,0.25879017,0.059629437,0.109331064,0.16343795,-0.3950809,0.0
168,0.8626643,-0.77737564,0.06823613,-0.122869805,1.3039982,0.0
169,0.6567584,-0.55268174,-0.02117486,-0.106420934,0.924226,0.0
170,-0.4249347,-1.5242428,-0.20207638,-0.27135587,1.2377902,0.0
171,0.2862089,-0.608452,-0.113499254,-0.256806,1.5513529,0.0
172,-0.10628348,-0.5887406,-0.31636363,-0.3275095,-0.06515136,0.0
173,-0.6571059,-0.35173637,-0.41246542,-0.40724272,-0.80833226,0.0
174,-0.24595769,0.5074524,-0.6069884,-0.5513131,-1.2824856,0.0
175,-0.28454986,-1.7896396,-0.1883174,-0.25492793,0.53460675,0.0
176,-0.32974193,-0.018733863,0.40598056,0.030985614,1.8039122,0.0
177,0.64490485,-0.61923814,0.67150366,0.80740225,-0.813499,0.0
178,-0.67886627,3.055135,-0.36615938,-0.32146102,1.187698,0.0
179,-0.35094064,0.036569033,0.10074639,-0.14931983,1.1715019,0.0
180,-0.5440693,0.6845763,0.13970226,0.07572142,0.51384836,0.0
181,-1.4176384,-0.2346284,0.036751505,-0.10432118,1.2265003,0.0
182,0.011852341,-1.1009986,0.33274442,0.45289743,-0.9587698,0.0
183,0.30436483,-0.7517778,-0.14221023,-0.22670177,0.287635,0.0
184,0.67079157,-0.58666426,0.058727395,-0.09758208,0.3088124,0.0
185,-1.476449,-0.0676208,2.7256193,1.3707336,-1.085371,0.0
186,-1.2493361,2.0880132,-0.38065022,-0.46191978,0.77412677,0.0
187,-1.6069828,2.7781138,-0.3226869,-0.48880187,0.97213,0.0
188,0.4033922,-0.2979623,0.1843039,0.09991527,0.08522158,0.0
189,-0.6745333,2.0301049,0.9547643,0.99739206,-0.9665374,0.0
190,-0.58118445,-1.2322052,-0.12953076,0.23802187,-0.2450309,1.0
191,0.18743439,0.6623681,-0.09388436,-0.2595969,1.2840943,0.0
192,-0.17966051,0.6223046,-0.22783785,-0.34767103,0.70386755,0.0
193,-0.01788994,0.002948528,-0.72990555,-0.56557703,-1.6389575,0.0
194,0.47439316,-1.107208,-0.4995409,-0.41017184,-0.033454884,0.0
195,2.3354478,0.1589311,-0.14879696,-0.23431835,-0.29289055,0.0
196,-1.4208063,1.4997683,-0.8903864,-0.63491374,-1.7997271,0.0
197,-0.42308888,0.21623482,-0.21239308,0.21754746,-1.8966774,0.0
198,-0.51962054,1.7610805,1.1598942,1.2669808,-0.5220187,0.0
199,0.61529493,-0.45080656,0.866026,1.2335476,-0.56480575,0.0
200,-0.82216525,-2.3048637,0.26447394,-0.00031640864,1.7860417,0.0
201,0.045964506,1.2706325,0.0056367586,-0.16621713,0.37050483,0.0
202,0.4891058,0.8941223,-0.34545067,-0.4249301,0.004085887,0.0
203,-1.2287422,1.2516153,-0.40251818,-0.40009105,0.10889985,0.0
204,0.17553782,-0.748753,-0.039421476,-0.15444714,1.0166677,0.0
205,-0.75288075,0.28010026,-0.8415812,-0.647878,-1.6812398,0.0
206,-0.21778727,0.8887411,-0.6470271,-0.557073,-1.1504028,0.0
207,-0.20154156,-0.5246736,-0.3226869,-0.31245553,-0.901023,0.0
208,-0.8387812,0.9528713,-0.41121268,-0.36621967,-0.42283458,0.0
209,0.011959443,0.89821035,-0.29755595,-0.3535644,0.44379386,0.0
210,0.023909302,-0.3550555,-0.071732104,-0.048704118,-0.41735223,0.0
211,-0.46823108,-1.7709177,0.18523668,-0.006327304,0.34174106,0.0
212,0.73616767,0.47688255,-0.18624258,-0.282146,0.42486668,0.0
213,0.85529435,-0.2223682,-0.03694666,-0.14666423,0.6247506,0.0
214,-0.40641573,0.022577371,-0.39551744,-0.3785854,-1.0802904,0.0
215,-0.52011955,-1.5326974,-0.15274902,0.3821769,-0.923804,1.0
216,-0.8939408,-0.44319525,-0.30055547,-0.35976797,0.05961195,0.0
217,-0.64954495,1.3529382,-0.5746297,-0.4736807,-1.1164845,0.0
218,-0.08590289,0.10459587,-0.766087,-0.6556018,-1.5339893,0.0
219,1.6992483,0.07083205,0.22032395,0.40879017,-0.061638404,0.0
220,0.851832,-1.3001736,-0.25313094,-0.32815465,0.71204317,0.0
221,1.0270147,0.5064359,-0.20412558,-0.33557412,0.8039337,0.0
222,0.11520643,1.2206241,-0.26340625,-0.4162203,0.3838688,0.0
223,0.004553308,0.6136538,0.011716827,0.34222603,0.12725076,1.0
224,-0.8700954,1.2374141,0.57369524,0.5333138,0.27545202,0.0
225,-0.17507881,-1.3544466,-0.601154,-0.5979844,-0.76322323,0.0
226,-0.16887705,-1.0432637,0.087061025,-0.13331349,1.1499497,0.0
227,0.06880025,-1.1456935,-0.09562401,-0.19994189,0.34541014,0.0
228,1.0137372,-0.52373624,-0.35622773,-0.38136712,0.0072739334,0.0
229,-1.5398418,1.0915561,-0.22352652,-0.29305157,0.29624805,0.0
230,-1.468644,-2.466186,-0.16686346,-0.2676009,0.96574277,0.0
231,-1.3213174,1.41836,-0.49815765,-0.42589784,-0.31744578,0.0
232,-0.86260676,0.18645033,0.43337724,0.055007223,1.3159364,0.0
233,0.6616942,-1.5768021,0.6732282,0.6483093,-0.89612615,0.0
234,-0.31996322,1.5666883,-0.49370262,-0.33337468,-0.6705418,0.0
235,0.83907956,0.21053688,0.10361977,0.10685216,-0.19554372,0.0
236,0.7255324,-0.49598074,0.15155838,-0.041215543,1.9350004,0.0
237,-0.74699754,0.05178213,-0.8779491,-0.7283577,-1.8619725,0.0
238,-1.1172146,2.4757464,0.68903637,0.253143,2.9010644,0.0
239,0.5504162,-0.5807064,-0.40990442,-0.3781219,0.01140694,0.0
240,-1.3143489,2.7372854,0.40674752,0.76582235,-1.4422318,0.0
241,0.0072132125,-0.7179825,-0.25928047,-0.33938485,0.96258426,0.0
242,1.4834298,0.6547207,-0.24939445,-0.40815568,0.29799,0.0
243,-0.11638732,0.4480884,0.35618645,0.04883936,1.7992724,0.0
244,0.5431652,-1.1048334,-0.2515501,-0.32661343,0.26705402,0.0
245,-0.5888677,0.38851646,-0.6714758,-0.65249646,-1.7610482,0.0
246,0.39447802,0.15639542,-0.01916992,-0.014141469,-0.5545934,0.0
247,-0.6519617,0.52335376,-0.62902373,-0.012771418,-0.678875,1.0
248,-0.8410768,1.21386,-0.5718238,-0.512028,-0.42692238,0.0
249,0.76716256,0.899401,0.048086688,0.59698904,-0.07246761,1.0
250,0.5897532,-0.6497225,-0.4064275,-0.41643825,-0.0068379515,0.0
251,-0.24425249,-0.74510014,-0.063049585,-0.19016661,1.3448135,0.0
252,0.5522705,0.49815574,3.4505742,4.989378,0.92384577,0.0
253,1.1232574,-0.2556695,-0.3711653,-0.4085141,-0.2632965,0.0
254,0.5289944,0.2546749,-0.12534384,-0.010609657,-0.9862275,0.0
255,-0.7917826,-0.6623051,-0.3416567,-0.45608255,-0.8577117,0.0
256,0.10271376,-0.18660486,-0.13165757,-0.26282278,0.8897687,0.0
257,-0.4632954,0.55362225,0.29383197,0.28701442,-1.5431495,0.0
258,-0.9747162,-0.15304668,0.01455419,0.10260348,-1.642364,0.0
259,-0.4137333,0.66079384,-0.07347565,-0.18709026,1.461878,0.0
260,0.6601767,-1.0648144,-0.052191444,-0.1841385,-0.08459684,0.0
261,-0.86643004,0.23774178,2.3583798,2.7897344,-0.5388687,0.0
262,-0.9227628,0.23386973,0.2915105,-0.11726546,2.3605645,0.0
263,-0.6188989,3.1215377,0.32544833,0.09185066,0.34618434,0.0
264,-1.4201511,2.2106462,0.29383197,0.019269092,1.8265954,0.0
265,1.6620206,-0.52490354,4.2350597,3.7913883,0.3102143,0.0
266,0.059425324,0.35490528,0.20064694,0.38302583,0.42451158,0.0
267,-0.035353202,-0.15637669,-0.4734726,-0.42632324,-0.20058809,0.0
268,0.9794587,1.1892198,-0.3032307,-0.28904748,0.44641426,0.0
269,-0.41379368,1.4835881,-0.24364603,-0.026430411,-0.32872984,0.0
270,0.21753906,-0.56280077,0.16800657,0.0259624,0.31916156,0.0
271,-0.1288982,-0.43820137,-0.08883492,-0.26327065,1.310982,0.0
272,-0.07018311,-1.0647361,0.30349252,-0.024190238,0.5844624,0.0
273,-0.22466403,0.19195877,-0.57085454,-0.51817256,-0.99381685,0.0
274,-0.8195626,-3.0811577,-0.3859196,-0.35976797,-0.124339424,0.0
275,-0.89018977,0.3025986,-0.10810555,0.16293877,0.2690648,1.0
276,0.55350107,-0.22304629,-0.6613467,-0.4757744,-0.7804195,0.0
277,-0.105765544,0.965544,-0.046043817,-0.18234636,0.44039553,0.0
278,-0.8988705,-2.919762,-0.71393925,-0.52106035,-1.0589998,0.0
279,-1.0758855,-1.7871224,-0.5726537,-0.39605874,-1.245027,0.0
280,0.19149402,-0.3961771,0.5978759,0.44669387,-0.62147653,0.0
281,1.2112455,0.6484448,0.1977973,-0.10290988,0.48462692,0.0
282,-0.9013034,-0.84923273,0.48491678,0.46112528,0.23379202,0.0
283,0.07448471,-0.40683287,0.24640745,-0.13799097,2.5817044,0.0
284,-0.92405385,-2.1563766,-0.11191122,-0.3758972,0.8481118,0.0
285,0.46256208,0.5008187,0.1117452,0.087669,0.71356666,0.0
286,-0.18902679,0.4740171,0.06869575,0.035309706,-0.511736,0.0
287,-0.7898874,1.8128072,0.33829248,-0.01298938,2.2922845,0.0
288,-0.11137092,1.3429214,-0.2620889,-0.2925628,-0.19779223,0.0
289,0.9118665,0.070607394,0.059300832,-0.13898252,1.2997619,0.0
290,3.51981,0.18044525,1.1260387,1.5839417,0.68427294,0.0
291,-0.60944104,-0.11581602,0.35246378,0.4439254,-0.35464406,0.0
292,0.06958598,-1.0705829,-0.0834086,-0.112697385,1.3823625,0.0
293,-0.74397707,0.8678863,-0.55282456,-0.5038058,-0.9854727,0.0
294,1.9876766,-1.5460519,3.439659,4.878512,1.3784542,0.0
295,4.317183,-0.73332196,1.9694986,1.8069261,-0.44050583,0.0
296,0.8721822,0.15453112,2.0837536,2.1967716,-1.193175,0.0
297,-1.031507,0.3977342,0.29027513,-0.042022005,0.88670117,0.0
298,4.374755,2.1245265,2.4121277,1.6817325,-0.8564342,0.0
299,-1.0452764,0.9887338,-0.43616703,-0.35976797,-0.71295035,0.0
300,0.09473646,0.07583158,0.1440703,-0.031665336,0.5835193,0.0
301,0.53561765,-0.8162655,-0.31150553,-0.34481892,-0.13067469,0.0
302,0.066020444,0.616027,0.19682726,0.14800973,-0.59790194,0.0
303,-0.5799927,-0.87619954,-0.30477098,-0.2167554,1.0773059,0.0
304,-0.9386401,-1.2085136,-0.3786742,-0.373209,-0.4450301,0.0
305,1.1995183,-0.43717855,0.53511465,0.55139244,-1.9845835,0.0
306,-0.4910492,1.2835685,-0.07058809,-0.25535238,0.77782464,0.0
307,-0.21633205,-1.8597339,-0.14089288,-0.21191663,-0.77157575,0.0
308,-0.417337,0.472125,0.251392,0.018905822,2.079705,0.0
309,-0.30241278,0.05982525,-0.53389454,-0.1291992,-0.73251957,1.0
310,0.23665795,-0.59576744,1.5749023,1.3319408,-1.368779,0.0
311,-1.0391823,0.70881057,-0.7020832,-0.5287743,-0.98207563,0.0
312,0.07295931,-0.1867819,0.12374771,0.0010490296,-0.53820634,0.0
313,-1.1567008,0.01044329,0.44955933,0.11518657,1.8099405,0.0
314,0.16493185,0.50304174,-0.21953186,-0.20175612,0.48875964,0.0
315,0.28069636,0.6211116,-0.45518816,-0.3483309,-0.880042,0.0
316,1.5285792,0.048847273,0.94829047,1.6305798,-1.2902164,0.0
317,0.8187948,0.9969206,0.036110796,-0.17941378,1.2218114,0.0
318,0.55801064,-1.0203439,0.010602146,-0.16352892,1.6425198,0.0
319,-0.30645844,-0.69376767,0.039583806,-0.054208543,1.1636573,0.0
320,-0.5615763,-0.5082371,-0.22783785,-0.25460535,0.43151733,0.0
321,-1.0387958,0.3368998,-0.72632235,-0.49740413,-0.6778968,0.0
322,0.62748796,0.0019013892,-0.818888,-0.556007,-1.3198104,0.0
323,-1.7001916,-0.17132923,0.53573155,0.4633758,-2.216635,0.0
324,0.35774443,-0.13330126,-0.09136059,-0.28664875,0.7796623,0.0
325,-1.5404068,0.16925988,-0.0030104497,-0.1984756,0.17089118,0.0
326,-1.0536966,-0.22407073,-0.11772572,-0.16955422,-0.015463351,0.0
327,-0.8888241,-0.1514011,0.1436543,-0.05169955,1.4527668,0.0
328,-1.6924529,-0.70540833,0.58364856,0.21281993,2.7137065,0.0
329,-0.5911555,0.6685383,0.5386361,0.14444105,2.2944155,0.0
330,0.028331349,-0.56995726,0.15607502,-0.052544415,1.3990079,0.0
331,-0.35481337,-0.48276544,-0.40963188,0.049839623,-0.69760305,1.0
332,-1.2059766,0.18469985,0.8191334,1.0114352,-0.8184871,0.0
333,-0.3038795,0.39013338,1.5483688,1.989294,-0.563353,0.0
334,-0.44772983,-0.35796323,0.09456575,0.39660832,-0.7040059,0.0
335,0.9578461,1.0823776,-0.0965496,-0.17851909,0.82197666,0.0
336,1.2533122,0.5057933,0.6760179,1.1067275,0.66905105,0.0
337,-0.41138092,1.3551424,-0.36566538,-0.12992634,-1.6344466,0.0
338,0.1631065,0.72284687,0.5839585,0.03492394,1.887754,0.0
339,-0.35842502,0.12861466,-0.4712179,-0.34901515,-0.45447785,0.0
340,1.908982,0.63988173,0.27244443,0.29156855,-0.45766363,0.0
341,0.0037182646,-0.31404606,-0.013463553,0.41758257,-0.33272833,1.0
342,1.3641562,-0.41958463,-0.572983,-0.45600575,-1.1386268,0.0
343,-0.48175025,-0.5584391,0.3778359,0.09803978,1.7276021,0.0
344,-0.97209305,-0.37903222,-0.90758944,-0.38127363,-1.9674016,1.0
345,-1.2823607,1.0331119,-0.28025442,-0.3402431,1.4726847,0.0
346,-1.7216665,1.0410784,-0.87992513,-0.5869214,-1.4869422,0.0
347,-0.8061457,-0.30170828,-0.45954055,0.26097724,-1.2998885,1.0
348,-0.4183214,-1.9728144,-0.7231607,-0.633965,0.0076627196,0.0
349,-0.8833271,0.48341563,-0.7902546,-0.4294296,-1.8028883,0.0
350,-0.54711425,0.45440608,0.47795072,-0.16906346,2.202981,0.0
351,0.13174859,0.10177795,0.26343164,-0.030235257,2.1000113,0.0
352,-0.5332277,0.3196296,-0.7174123,-0.63714194,-1.2920358,0.0
353,0.60559237,-0.4197908,0.09735893,-0.11473524,1.2567905,0.0
354,0.3350771,0.2518897,-0.44651762,-0.4502709,-0.019926438,0.0
355,-0.2531593,-1.3612386,-0.3202549,-0.32130593,0.8537211,0.0
356,-0.209987,-0.6911138,-0.39329675,-0.39847812,-0.24995436,0.0
357,-0.12648866,0.22250319,-0.43140844,-0.09050847,-0.6869779,1.0
358,0.13435061,0.31674355,-0.45225748,-0.4620158,-0.073888145,0.0
359,-2.2825155,-4.26125,7.5655932,7.4629116,1.3106515,0.0
360,-1.3172482,-0.3982576,4.369025,3.003911,-0.5387779,0.0
